month,国外净资产,国内信贷,对政府债权(净),对非金融部门债权,对其他金融部门债权,货币和准货币,货币,流通中现金,活期存款,准货币,定期存款,储蓄存款,其他存款,不纳入广义货币的存款,债券,实收资本,其他(净)
2008/1,142530.7,345162.34,25375.76,295076.82,24709.76,417818.67,154870.16,36673.15,118197.01,262948.51,65537.4,174347.88,23063.23,9827.14,34732.68,18630.06,6684.49
2008/2,145926.71,347539.53,25030.23,298453.12,24056.18,421037.84,150177.88,32454.47,117723.41,270859.96,67324.48,183960.15,19575.33,9840.92,35799.82,18643.41,8144.25
2008/3,150967.47,348375.8,24267.45,300399.64,23708.71,423054.53,150867.47,30433.07,120434.4,272187.06,71599.33,187414.88,13172.85,9816.33,36737.7,18700.56,11033.96
2008/4,156560.99,350397.88,21416.4,305426.13,23555.35,429313.72,151694.91,30789.61,120905.3,277618.81,73767.12,188389.12,15462.58,10414.05,37549.47,18743.24,10938.39
2008/5,160945.21,351180.28,19644.31,307733.34,23802.63,436221.6,153344.75,30169.3,123175.45,282876.85,75420.16,190674.38,16782.31,10276.66,37902.65,18782.53,8942.05
2008/6,163271.6,353970.67,18903.12,310871.96,24195.59,443141.02,154820.15,30181.32,124638.83,288320.87,77981.31,194269.47,16070.09,10377.3,38220.29,18885.76,6617.9
2008/7,166973.85,356557.18,17386.39,314278.57,24892.22,446362.17,154992.44,30687.19,124305.25,291369.73,78247.74,196671.47,16450.52,10670.58,38144.63,18943.3,9410.36
2008/8,168636.6,357818.2,17580.09,316531.56,23706.55,448846.68,156889.92,30851.62,126038.3,291956.76,80111.39,199988.93,11856.44,10968.35,38530.9,18986.61,9122.26
2008/9,171633.02,362950.53,18578.28,320022.51,24349.74,452898.7,155748.97,31724.88,124024.09,297149.73,84045.11,204424.17,8680.45,10929.06,39816.65,19121.49,11817.65
2008/10,174732.73,363180.17,16785.57,321771.56,24623.04,453133.32,157194.36,31317.84,125876.52,295938.96,80139.05,207469.89,8330.02,11071.15,40498.62,20480.06,12729.75
2008/11,176483.81,362521.42,18930.13,318856.02,24735.27,458644.65,157826.61,31607.34,126219.27,300818.04,81146.82,211188.49,8482.73,10815.72,41081.03,20537.0,7926.83
2008/12,178970.61,379378.67,29434.59,325640.89,24303.19,475166.6,166217.13,34218.96,131998.17,308949.47,82339.85,217801.36,8808.26,11210.92,42335.28,21970.83,7665.65
2009/1,179453.17,395264.38,28744.97,342173.11,24346.31,496136.64,165214.97,41082.37,124132.6,330921.66,89008.3,233148.52,8764.85,10484.83,42591.06,22006.29,3498.74
2009/2,180935.3,406021.93,29298.12,351939.29,24784.51,506708.08,166149.6,35141.64,131007.96,340558.48,92513.4,237424.52,10620.57,10607.89,43090.9,22023.69,4526.66
2009/3,182053.86,427576.65,30642.58,371399.47,25534.59,530626.71,176541.13,33746.42,142794.71,354085.58,100344.77,243054.91,10685.9,10791.47,43597.14,22053.86,2561.33
2009/4,183697.03,433929.61,29555.22,379114.54,25259.86,540481.21,178213.57,34257.27,143956.3,362267.65,106430.69,244221.74,11615.21,10952.28,44007.75,22127.1,58.29
2009/5,185365.6,440462.11,27168.08,387092.81,26201.21,548263.51,182025.58,33559.52,148466.06,366237.93,108461.25,246150.61,11626.06,11025.15,44127.98,22170.92,240.15
2009/6,185839.3,457598.38,26684.95,404604.85,26308.58,568916.2,193138.15,33640.98,159497.17,375778.05,112491.19,249223.66,14063.21,11134.71,45256.76,22267.62,-4137.63
2009/7,186482.66,461201.98,24433.9,409867.67,26900.41,573102.85,195889.26,34239.3,161649.96,377213.59,110368.63,249227.04,17617.92,11169.4,46122.43,22388.55,-5098.58
2009/8,187320.12,465028.43,23848.11,415640.61,25539.72,576698.95,200394.83,34406.62,165988.21,376304.13,108825.75,248455.58,19022.81,11237.17,47004.78,22517.84,-5110.19
2009/9,191374.75,473934.63,25457.06,422806.32,25671.25,585405.34,201708.14,36787.89,164920.25,383697.2,113899.97,255612.15,14185.08,11020.25,48282.9,22685.21,-2084.31
2009/10,193205.09,475583.94,22488.9,427326.99,25768.05,586643.29,207545.74,35730.23,171815.52,379097.55,108809.28,253076.36,17211.91,11151.95,49210.61,22717.96,-934.77
2009/11,193683.64,483527.17,22967.91,433615.69,26943.58,594604.72,212493.2,36343.86,176149.34,382111.52,109074.98,253657.91,19378.63,11528.66,51442.53,22884.16,-3249.27
2009/12,196359.75,494580.27,32488.42,433583.99,28507.87,610224.52,221445.81,38246.97,183198.83,388778.72,113430.66,260236.74,15111.32,11789.49,51924.52,23350.59,-6349.1
2010/1,198661.51,503451.44,27700.18,448225.35,27525.91,625609.29,229588.98,40758.58,188830.4,396020.31,116340.51,262795.52,16884.28,12081.15,52343.3,23405.26,-11326.05
2010/2,200024.0,512449.0,29225.92,456555.34,26667.74,636072.26,224286.95,42865.79,181421.17,411785.31,119190.13,278378.53,14216.65,12220.44,52834.69,23426.6,-12080.99
2010/3,202280.02,521017.53,29318.27,463375.35,28323.92,649947.46,229397.93,39080.58,190317.35,420549.53,122943.73,280350.33,17255.48,12389.58,53417.61,23524.93,-15982.02
2010/4,204029.4,526907.13,26190.5,473060.74,27655.9,656561.22,233909.76,39657.54,194252.22,422651.46,127802.17,279852.51,14996.77,12191.05,53635.02,23738.71,-15189.46
2010/5,205406.14,530425.34,23250.77,480237.2,26937.38,663351.37,236497.88,38652.97,197844.91,426853.49,130292.5,280547.6,16013.39,12082.26,54674.17,23801.4,-18077.72
